Id,OrderAt,StoreId,UserId
778913ae-0c2e-44eb-993e-394b1380c5cb,2023-06-18 23:37:13,a10ab737-1aab-409d-9ea5-405352215260,c76731b2-3d5c-47b0-988a-29a9c9400bcf
d0e8ca83-878a-4bb0-a97f-ec01e129fa30,2023-10-14 07:27:21,411ff222-b3ca-43db-87b5-47a948b095a8,3e5db0e7-ac79-46d5-a87f-37e590d0908e
c4c27e7f-1870-42a0-bc88-b8a9db17b314,2023-05-14 19:10:36,07cc792d-14b2-411d-bf37-a85154af56c6,bf1de71c-398b-4c34-a792-c8fc28bf60ff
aafb047d-ecc3-4e39-a1f3-03027731eeef,2023-11-12 22:47:41,8c73ea74-304d-4309-b36b-0f82948d1386,557ec9fb-5cd1-4e71-aca9-c53f1bde7352
9159b23c-b9ed-47ca-84de-d5a95980cc50,2023-03-30 03:22:18,d90d1d43-4334-48c7-86e5-b5536da9db58,1fef870d-01c6-4ca0-b929-4aa050871a88
851fa4e2-f546-4156-ac06-127cb761dc16,2023-03-06 17:37:08,8c73ea74-304d-4309-b36b-0f82948d1386,533d5cc9-124d-4bf2-aa38-48f06a79496c
3fedba34-49ee-4640-99e7-8d4a00db6cf4,2023-10-10 19:48:39,389efa1d-7da0-445a-873c-47068b8e15b6,ad4ee1f8-c1e8-45ed-8d02-98a2262c8ad1
7063b0fb-8183-4975-b765-21465a003fdb,2023-08-05 15:30:22,040774b4-61e9-4c3c-a441-8c7a5e01185f,e8a4e645-5915-41d1-afad-4bba0f3116df
64639d9e-cc42-41e8-bd25-37cc09844577,2023-11-18 12:04:44,13568a7d-e77b-40a7-b44a-9a2809037d22,a3fb355b-4861-4a05-94c0-2862bdd9100c
ae9edc81-e8d7-4787-b1a1-3dc11b61c68c,2023-02-05 18:40:58,fd6dc44a-df82-459e-8730-40f2abd65a50,ee46914f-c0d6-4159-979c-f7a7b8ac02a1
0b7d6169-0573-437f-a340-57ec189b6554,2023-03-30 20:56:27,4a1a1855-5272-4dcc-98bd-2fa723c26251,31e61bac-3ade-4415-bff9-9f63286ad9a5
3f61d725-4d80-4598-ab21-c34689552ce0,2023-11-10 03:01:40,a136f0f8-7614-412b-874c-78d7051b141e,d3e91e63-47b1-4595-8a09-a769eeddfefd
2243a8a5-cbbb-43bb-b863-6405422133e4,2023-12-20 19:24:12,f85f45b5-d4a9-4e56-9cc3-f9873f685779,928d5488-888a-4c3b-bb04-7e22495d491b
57e20dba-28d7-46c2-adc4-5b44295700fa,2023-07-29 14:02:30,dcfa98a4-9731-4cbc-9ef2-45177ab6ba19,95bfb5a2-acd6-4c72-86fe-dfc2f9640709
d80d367a-5b5e-4e58-a06f-1246affe3204,2023-04-17 01:48:11,ae9c2d53-ba79-4a7f-8b5a-5ee03fe173c1,ec583d0f-0ece-487b-8350-9470e94771f5
1990813a-d9d6-4069-b250-f57b6f92c36e,2023-05-19 01:04:47,040774b4-61e9-4c3c-a441-8c7a5e01185f,ae228cc7-6b8c-401f-9275-cf2fd090bebe
1b7f50ad-b8ce-45d0-a69b-fed32a6bb2ed,2023-04-21 03:08:41,a7233d58-856c-4814-a29a-4edf12c537f1,d2369513-efcb-4af1-ad10-993a2c4e9260
ab90511c-5995-4b19-999a-496760bd9b13,2023-08-05 22:04:22,7c256203-4f45-4141-a54f-fc505f58907a,6a35f18e-1c56-4f6b-84c2-5e0b55092c68
2bb1683a-a815-4cef-92c2-26808fcaad6e,2023-05-08 06:10:26,b2bc7541-c642-4a7c-b3a5-989e30dab9f8,5eae273b-52c4-403a-8fe2-785814da52b3
c5d1cdc5-126e-4955-87f3-12c52151e860,2023-09-15 20:16:35,2518b26a-cf54-4c90-8165-4bd35e36653d,9ada6b6e-66e8-4aa7-9374-3e99ec4fa108
926c6f84-1820-4f42-8227-699d104aa53e,2023-05-08 14:08:03,d90d1d43-4334-48c7-86e5-b5536da9db58,bddbc6d0-0da9-4145-a397-395a3c153987
ac06fa3e-fb75-4c0d-be46-448a9c65e3da,2023-11-01 12:20:39,6a718ddb-da37-48fe-9866-c52f44dbddb9,038b1a52-ae8d-4b78-934e-9373d1fda815
6fb9936f-53c5-435e-9dcd-a4a125a31ba6,2023-04-23 23:09:35,040774b4-61e9-4c3c-a441-8c7a5e01185f,e2be9b5c-3dd8-4ee4-8ccf-b7a5bf02a10a
5475c366-66cc-4248-9d8d-eff9c5555499,2023-03-09 12:57:08,2518b26a-cf54-4c90-8165-4bd35e36653d,4ffe4d5d-2ea5-4aa0-b46b-a66594f8b17b
4ef419b1-18ff-4bea-9633-9b9c7c5d774a,2023-01-29 17:08:23,a10b3492-6ee8-4563-950f-b9c3f5c8432b,ff22d164-350c-4e95-afbf-d933d4e30952
b95153c1-1451-434b-a02e-6c70e259300e,2023-02-23 18:23:40,9371270b-4c8c-46fc-9298-8de6642280de,502712c2-51c9-407d-9b27-abfd14e87506
d567bc5b-1073-4935-82f9-a9d29bf1ddec,2023-12-04 16:23:36,a7233d58-856c-4814-a29a-4edf12c537f1,816ed2c2-eef2-4c31-83e9-5fbe26172d4c
44d74277-dd94-4a1b-a0fe-5b041ce1be53,2023-02-12 17:37:27,dcfa98a4-9731-4cbc-9ef2-45177ab6ba19,f88ca981-9c43-42fc-a39d-a02fee3a83cc
e2803a7f-2da8-44ef-a701-7a8606bdd941,2023-01-26 03:56:12,14c26172-0f73-4426-b210-6be4e652260c,bfd69746-4346-4030-b2ee-fb4a1b537303
a033125d-ac75-4e2f-b487-dd937c97f6cf,2023-05-06 22:26:06,389efa1d-7da0-445a-873c-47068b8e15b6,3922b62d-2d44-4eab-9791-2f9ff353e553
78a71b91-8b8a-4283-8f5c-e5b9faa639f8,2023-05-04 00:10:09,af11f1fa-3896-41dc-91c5-beda09f3820f,f5d15d20-b288-42c7-b31b-bff2802d5020
238417d5-b8fe-47bd-8109-fd6d273f6cd8,2023-01-18 20:16:48,3faa4c58-e91c-4288-a7e9-4fb0c4b09f56,c8feb4ea-1b7d-49b0-b8dc-e3a729c66825
6f4232bf-864e-484f-8d1c-a22f95e499d1,2023-02-28 17:54:31,45c650a8-8c36-4956-85e5-c2236a09cf0c,6bf7db93-9924-4655-885f-c3ac9e40d3dd
f2b0207d-2b35-4a83-ae28-f35d00344569,2023-11-04 03:43:38,312c5b15-892e-47e9-93b4-36f9c3613512,7462e012-b114-4272-b365-969fb756bafa
32ec8004-a6a4-4c2f-a43e-3570fa30114e,2023-05-09 21:08:53,3e974759-2c04-4605-836a-c892689423b2,5a254df8-8f63-4453-8963-892974e7a19e
83e0b211-169f-456b-9631-f861938367f5,2023-08-23 10:39:20,a136f0f8-7614-412b-874c-78d7051b141e,627aa408-b712-408f-9e7d-4c7d33325903
13dea761-b656-478a-90ee-2b1949380fa7,2023-05-31 18:56:44,8c73ea74-304d-4309-b36b-0f82948d1386,1ecfb91f-6951-4042-bf3f-fcbe4431e9d3
acb8946c-de96-49d6-94cb-06c1a9eeb8f5,2023-04-26 04:14:18,68a3412f-3941-40e5-aff6-3da12ac6cc1f,29086c84-594a-4eac-8c95-f111d3ecb643
1947f72d-e0bb-46c8-8d6b-dfab4836396c,2023-02-28 12:18:54,6f3ebe31-a5c6-490e-b391-ceba1b6c70b6,c53cc467-da8f-434a-ad1b-4e6851e0da99
8cc8825f-3820-4018-aae4-af4fdf6ee7dd,2023-09-08 12:25:52,f61f374e-c866-405d-b481-dc72f317e715,0e5655b3-7682-470f-a7dc-0e543f03c18f
f3b9c416-43b7-4e45-99a6-934f08e64fe4,2023-12-22 11:31:25,db47172d-8ae3-4733-83e5-c6c8d29f20b2,aec67d22-ba81-4dae-a724-6db74a42bb5e
a081e426-3eeb-4d93-8271-8cf99bec72bb,2023-12-23 22:42:09,9371270b-4c8c-46fc-9298-8de6642280de,805ea409-2f23-4fa8-8f56-fd4fdcaed226
be4b224b-6553-4657-b71c-1900fccad90b,2023-08-06 03:41:21,a7233d58-856c-4814-a29a-4edf12c537f1,265990fb-4e0b-40e1-b856-c3e0396ad325
6a09176a-499d-4275-812e-0ee2a920d852,2023-07-01 11:22:57,8062d422-db2a-480b-ac46-0ba73c92a31b,4a0a915a-66ac-4ff6-9b98-6002fdfcd159
688698af-be4a-4c7f-afbf-4800e639aed5,2023-03-17 14:00:22,0d68406a-73f2-47f9-be2c-48ba7f61b0f4,35e40f37-9d59-4881-b387-a82afaa7263b
bb2e78f2-d3e3-477d-9027-24b7cdf697f8,2023-10-01 03:15:31,312c5b15-892e-47e9-93b4-36f9c3613512,516122e0-b641-4961-a622-bf1879ea3e19
3e46bb44-8867-4e85-aa65-2b2a04026323,2023-12-25 23:17:06,233f586b-f3a0-444f-8864-ed02dbc353a5,f13f30dc-9a43-499c-a27c-1ea2c5cb8e4d
3d99fa04-9fa2-4919-ace2-caac0027a2b2,2023-05-04 08:32:06,9172ec80-d53b-434b-9131-b29cec6fb765,41c1891e-a4d1-47d7-8501-7e874a622b50
e544a709-6798-445c-bf22-be153c75b5e2,2023-11-10 23:50:12,5a898ee1-43d6-4abb-8fcb-1dc903dd3260,fc539b1b-a344-45c9-b576-8bf44ab9d41e
a729f852-b88f-48b5-b86a-3105d22aa4b5,2023-06-30 06:35:20,f5c78377-81e9-4857-8bc1-00f8b6d79040,27fde32a-726a-49d4-a9e1-e14f3c37ebf2
1ac93a46-4e3a-4b09-b30a-6dcbde67070c,2023-07-17 06:13:12,8dc4f3f2-17a5-46eb-a601-4fd2add6ffa4,bb2fcf1a-3a18-4629-b3d8-7d24d3e34806
42e8677b-95b1-49f4-8f76-3fec4e989fe2,2023-09-17 05:01:55,ae48d485-84b6-4d9c-bd8d-909be191f814,f6439b50-3699-4534-9c49-bd88e384dc85
075c5155-4ec5-4773-9f40-f9dd058edc08,2023-09-29 02:41:56,a10ab737-1aab-409d-9ea5-405352215260,786c8c6c-2b14-48c8-af1c-258120b8959e
4d1efe52-20d6-4f39-83d2-430b52212e21,2023-07-25 08:38:09,14c26172-0f73-4426-b210-6be4e652260c,20549732-7e65-4b17-a448-d742dbacd728
a3948c0d-d2d8-48a9-9b89-a58158360afa,2023-12-22 11:46:14,a7233d58-856c-4814-a29a-4edf12c537f1,42eb8df0-9d3d-4709-8a8d-186e9e9f7247
3466ec8a-51cc-456b-bf08-c309835ecdc1,2023-05-10 23:36:16,eba4fd5d-fb57-4ab6-9244-a0a54c71916f,117db726-791f-4576-a912-c68e8466cafa
a0b83a33-5df6-452d-a8f4-b55b876f3ace,2023-03-10 22:32:21,717b5e73-a56f-4bbc-a12f-3d92bfd95491,2e9b2e77-f230-4bf6-855b-c7ab8e6bc36e
43cb9553-e8e4-41ae-9021-9522f6829c1d,2023-03-20 16:27:28,7c256203-4f45-4141-a54f-fc505f58907a,3bb8a268-3d6b-4bd8-8dfa-05d82b16a74c
bba72e4b-9784-4fcc-bbf5-420f484ca4cc,2023-03-20 09:03:16,f0c59a95-4efe-4e96-8a2f-7f74311c400d,fab8354d-6d18-4912-982e-67ddfb2d6f54
64b07514-814a-4f8a-8cc0-16327c9d83c9,2023-12-16 19:51:26,0d68406a-73f2-47f9-be2c-48ba7f61b0f4,d468df62-c0a7-4866-8c66-a378e040af14
f6a7bf29-ed52-4348-a69e-c683dd3064a5,2023-08-01 02:47:45,793cff27-96f9-4dd0-b937-0ee453fec4e8,4f87ebf2-3289-4278-94ec-472ebe4ea2b3
6da2822e-e9b9-453c-8aa7-f8e028b503d8,2023-04-01 06:06:28,b6476e1f-e8f7-490b-9667-2af565335519,481c8c37-48a7-45cc-9f0e-63ff314719cd
bb473e85-9819-42dc-a68d-5be491329a76,2023-03-07 23:15:16,dcfa98a4-9731-4cbc-9ef2-45177ab6ba19,73bb853d-8b78-4c86-b035-aa0741ae73ab
8fa41c7d-9b40-441b-8dba-4089e59ea809,2023-10-26 15:43:41,f0d5f432-8d78-4224-a446-cfca3fd1b798,2e0d496c-c9f4-4443-a068-bc50dba361aa
bba90ba4-1673-4c39-a89c-8aa289aebdd8,2023-03-13 23:01:54,d90d1d43-4334-48c7-86e5-b5536da9db58,1d44b345-5a57-4650-99ad-dd5b1a761eca
76ac93a4-6b09-4c84-bd91-f5d22d173027,2023-07-08 21:44:19,3e974759-2c04-4605-836a-c892689423b2,9bfdc97a-2897-4d89-b4f9-718e9fd9d7ab
7a7c9a14-d8b9-4bc5-b579-3368d743d902,2023-08-10 16:43:15,6a718ddb-da37-48fe-9866-c52f44dbddb9,44e8fae7-5f43-4a4a-b2e4-5332bae79571
557cff1e-e930-466b-87a8-a9d715a26fbc,2023-03-14 15:03:36,bd25e23e-9c30-4d58-b9b6-619af2397721,71f322e3-4c23-4b32-ade5-209adb0a1dec
7c6b15a2-a33a-4b99-ae7a-e9bcdb053113,2023-07-18 12:23:55,13568a7d-e77b-40a7-b44a-9a2809037d22,aa61fd72-16e3-4383-b6b8-5c8c45326bab
1f12e6c5-96a6-484d-a768-fc95dba568eb,2023-01-07 23:18:52,7f9cee5f-60c3-44ec-80e4-7da1e6575cb7,80fd045d-dd43-45fc-9245-4076300390b4
c7421e7a-c6ff-431c-b80f-c0cce51e335d,2023-12-15 04:36:50,a10ab737-1aab-409d-9ea5-405352215260,663570d5-7a82-4ba8-bf88-d30c2afabb34
ab5bc93e-dc2a-497d-b12f-8061d730f321,2023-08-05 03:08:17,a7233d58-856c-4814-a29a-4edf12c537f1,ffea56ab-854d-4504-a603-fb76c24f254e
5f929f13-4242-4e7a-ae49-1419cae6d45f,2023-04-26 08:15:21,4817d17d-b1eb-46aa-800e-474ef919cc6b,6761940c-c5e7-444f-8d74-c097e6e64e4e
6233642d-437e-418c-8d09-f1929d83b87a,2023-06-23 21:02:01,13568a7d-e77b-40a7-b44a-9a2809037d22,b4a58f48-7e45-4bd5-a201-d32d2f1531e6
4f6e08ed-cf83-45ad-8a05-992a0e159838,2023-04-28 17:37:18,5a898ee1-43d6-4abb-8fcb-1dc903dd3260,ab4bf379-3da4-4ad1-9063-ef8b0722e4f8
